cycle_count,cycle,price_inf,sum(Farmer collect each.cash) / 1000000000
68,68,1.093606765819431,-0.04360642850667876
69,69,1.093606765819431,-0.04437665245034837
70,70,1.093606765819431,-0.04514523295898877
71,71,1.093606765819431,-0.04591566718681053
72,72,1.093606765819431,-0.04668596634441562
73,73,1.093606765819431,-0.04745640410398019
74,74,1.093606765819431,-0.04822582562737966
75,75,1.093606765819431,-0.04899625976447955
76,76,1.093606765819431,-0.0497669095687874
77,77,1.093606765819431,-0.050537627606466
78,78,1.093606765819431,-0.05130838811460327
79,79,1.093606765819431,-0.0520797043195344
80,80,1.093606765819431,-0.0528511719304886
81,81,1.093606765819431,-0.0536226865391282
82,82,1.093606765819431,-0.05439386941451299
83,83,1.093606765819431,-0.05516526293964272
84,84,1.093606765819431,-0.05593676671354576
85,85,1.093606765819431,-0.05670797197298431
86,86,1.093606765819431,-0.0574785929598052
87,87,1.093606765819431,-0.05824936718446758
88,88,1.093606765819431,-0.05901973631602681
89,89,1.093606765819431,-0.05979123206905593
90,90,1.093606765819431,-0.06056284064335878
91,91,1.093606765819431,-0.06133454984625641
92,92,1.093606765819431,-0.06210617475201705
93,93,1.093606765819431,-0.06287755841285941
94,94,1.093606765819431,-0.06364935171368116
95,95,1.093606765819431,-0.0644210326118411
96,96,1.093606765819431,-0.06519268487722753
97,97,1.093606765819431,-0.06596403995726861
98,98,1.093606765819431,-0.0667355566731797
99,99,1.093606765819431,-0.06750775247899808
100,100,1.093606765819431,-0.06827998800608878
101,101,1.093606765819431,-0.06905200419747608
102,102,1.093606765819431,-0.06982414464672676
103,103,1.093606765819431,-0.07059623586551407
104,104,1.093606765819431,-0.0713680034887566
105,105,1.093606765819431,-0.07213935173969202
106,106,1.093606765819431,-0.07291097896866634
107,107,1.093606765819431,-0.0736829137678872
108,108,1.093606765819431,-0.07445390204148132
109,109,1.093606765819431,-0.07522525617683412
110,110,1.093606765819431,-0.07599669911328567
111,111,1.093606765819431,-0.07676803551833575
112,112,1.093606765819431,-0.07753911584852463
113,113,1.093606765819431,-0.07831030316360303
114,114,1.093606765819431,-0.07908224621460605
115,115,1.093606765819431,-0.07985435605377064
116,116,1.093606765819431,-0.08062667628995877
117,117,1.093606765819431,-0.08139875934898835
118,118,1.093606765819431,-0.0821706136025132
119,119,1.093606765819431,-0.08294102681213165
120,120,1.093606765819431,-0.08371180196443984
121,121,1.093606765819431,-0.08448335553996959
122,122,1.093606765819431,-0.08525432257243662
123,123,1.093606765819431,-0.08602643269130401
124,124,1.093606765819431,-0.08679853841185614
125,125,1.093606765819431,-0.08757041592914667
126,126,1.093606765819431,-0.08834213810392931
127,127,1.093606765819431,-0.08911448921647216
128,128,1.093606765819431,-0.08988592767324799
129,129,1.093606765819431,-0.09065789826746344
130,130,1.093606765819431,-0.09142982400255194
131,131,1.093606765819431,-0.09220165073153755
132,132,1.093606765819431,-0.09297376291062436
133,133,1.093606765819431,-0.09374608261001575
134,134,1.093606765819431,-0.09451805834498585
135,135,1.093606765819431,-0.09528980778442168
136,136,1.093606765819431,-0.0960610780219292
137,137,1.093606765819431,-0.09683229312497908
138,138,1.093606765819431,-0.09760345612442752
139,139,1.093606765819431,-0.09837462293545482
140,140,1.093606765819431,-0.09914516357904223
141,141,1.093606765819431,-0.09991612595423745
142,142,1.093606765819431,-0.10068666596087783
143,143,1.093606765819431,-0.1014572258325443
144,144,1.093606765819431,-0.10222753296013765
145,145,1.093606765819431,-0.10299851719171664
146,146,1.093606765819431,-0.10376919460737725
147,147,1.093606765819431,-0.10453959965869597
148,148,1.093606765819431,-0.10531018442596757
149,149,1.093606765819431,-0.10608124791020314
150,150,1.093606765819431,-0.10685142231590466
151,151,1.093606765819431,-0.10762229628577746
152,152,1.093606765819431,-0.10839317741685793
153,153,1.093606765819431,-0.10916393218531845
154,154,1.093606765819431,-0.11002401253288074
155,155,1.093606765819431,-0.11100177986326781
156,156,1.093606765819431,-0.11204048514458671
157,157,1.093606765819431,-0.1130891472523436
158,158,1.093606765819431,-0.11423458201789338
159,159,1.093606765819431,-0.11552505948844391
160,160,1.093606765819431,-0.11689007212453527
161,161,1.093606765819431,-0.11831159233234267
162,162,1.093606765819431,-0.11975547609557398
163,163,1.093606765819431,-0.1212935358868656
164,164,1.093606765819431,-0.12290269693179366
165,165,1.093606765819431,-0.12453150522542109
166,166,1.093606765819431,-0.1262012689232478
167,167,1.093606765819431,-0.12788952358790867
168,168,1.093606765819431,-0.1296117789908937
169,169,1.093606765819431,-0.13136513319048915
170,170,1.093606765819431,-0.1331241313809158
171,171,1.093606765819431,-0.1348834661559186
172,172,1.093606765819431,-0.13674735492523635
173,173,1.093606765819431,-0.13865714606710636
174,174,1.093606765819431,-0.14056727094433
175,175,1.093606765819431,-0.14247702407317078
176,176,1.093606765819431,-0.14448164865829288
177,177,1.093606765819431,-0.14655156910956124
178,178,1.093606765819431,-0.14862752552123493
179,179,1.093606765819431,-0.15078048575565198
180,180,1.093606765819431,-0.1530105069607244
181,181,1.093606765819431,-0.1552598956940988
182,182,1.093606765819431,-0.1575091013303566
183,183,1.093606765819431,-0.15975830077508546
184,184,1.093606765819431,-0.16200752612038552
185,185,1.093606765819431,-0.16425690957309808
186,186,1.093606765819431,-0.16650617246168614
187,187,1.093606765819431,-0.16875564375395605
188,188,1.093606765819431,-0.1710050132477592
189,189,1.093606765819431,-0.17325453134263363
190,190,1.093606765819431,-0.1755044851825646
191,191,1.093606765819431,-0.1777538201616112
192,192,1.093606765819431,-0.180003243459908
193,193,1.093606765819431,-0.1822533264084722
194,194,1.093606765819431,-0.184503460864522
195,195,1.093606765819431,-0.1867537010978057
196,196,1.093606765819431,-0.18900391154233442
197,197,1.093606765819431,-0.19125445649819156
198,198,1.093606765819431,-0.1935048177203571
199,199,1.093606765819431,-0.19575516565516052
200,200,1.093606765819431,-0.19800515753867395
201,201,1.093606765819431,-0.20025558305308172
202,202,1.093606765819431,-0.20250596391290665
203,203,1.093606765819431,-0.2047562499314599
204,204,1.093606765819431,-0.2070064605378761
205,205,1.093606765819431,-0.20925645221941608
206,206,1.093606765819431,-0.21150587919338565
207,207,1.093606765819431,-0.21375527064346017
208,208,1.093606765819431,-0.21600481247502204
209,209,1.093606765819431,-0.21825439161510665
210,210,1.093606765819431,-0.22050445787931444
211,211,1.093606765819431,-0.22275411734779485
212,212,1.093606765819431,-0.22500371992944046
213,213,1.093606765819431,-0.22725304888036832
214,214,1.093606765819431,-0.22950250120273052
215,215,1.093606765819431,-0.2317520471341909
216,216,1.093606765819431,-0.23400223146066204
217,217,1.093606765819431,-0.2362523716125918
218,218,1.093606765819431,-0.2385021896904522
219,219,1.093606765819431,-0.2407513261090055
220,220,1.093606765819431,-0.24300172715659493
221,221,1.093606765819431,-0.24525246690107486
222,222,1.093606765819431,-0.2475034874158858
223,223,1.093606765819431,-0.24975443590097454
224,224,1.093606765819431,-0.25200546461923834
225,225,1.093606765819431,-0.2542562470991799
226,226,1.093606765819431,-0.2565068292756803
227,227,1.093606765819431,-0.2587574498750187
228,228,1.093606765819431,-0.261007505473882
229,229,1.093606765819431,-0.263258118808379
230,230,1.093606765819431,-0.26550734360425354
231,231,1.093606765819431,-0.26775754062922424
232,232,1.093606765819431,-0.27000865009647473
233,233,1.093606765819431,-0.2722592470728532
234,234,1.093606765819431,-0.27450996201621447
235,235,1.093606765819431,-0.27676020491390496
236,236,1.093606765819431,-0.27901107900518424
237,237,1.093606765819431,-0.2812620225824902
238,238,1.093606765819431,-0.28351159462477094
239,239,1.093606765819431,-0.28576176626666766
240,240,1.093606765819431,-0.288012121389437
241,241,1.093606765819431,-0.2902627035979293
242,242,1.093606765819431,-0.2925129841236343
243,243,1.093606765819431,-0.2947630553816427
244,244,1.093606765819431,-0.2970139040728233
245,245,1.093606765819431,-0.2992133690157389
246,246,1.093606765819431,-0.30137245264312046
247,247,1.093606765819431,-0.3035171556202111
248,248,1.093606765819431,-0.3056617364551851
249,249,1.093606765819431,-0.30776870196143047
250,250,1.093606765819431,-0.309829254767877
251,251,1.093606765819431,-0.31187358157548517
252,252,1.093606765819431,-0.31390340168263353
253,253,1.093606765819431,-0.3159324995221244
254,254,1.093606765819431,-0.3179033736994723
255,255,1.093606765819431,-0.31986084769021716
256,256,1.093606765819431,-0.32181812355711614
257,257,1.093606765819431,-0.3237599168006672
258,258,1.093606765819431,-0.3257017873640562
259,259,1.093606765819431,-0.3276365009706982
260,260,1.093606765819431,-0.3295653584964481
261,261,1.093606765819431,-0.331494201629701
262,262,1.093606765819431,-0.3334228218812652
263,263,1.093606765819431,-0.3353033793465174
264,264,1.093606765819431,-0.337183817538682
265,265,1.093606765819431,-0.3390644915639836
266,266,1.093606765819431,-0.3409446348363415
267,267,1.093606765819431,-0.34276936653282153
268,268,1.093606765819431,-0.34456855884361914
269,269,1.093606765819431,-0.34636706555730085
270,270,1.093606765819431,-0.3481362468476699
271,271,1.093606765819431,-0.34988915170999335
272,272,1.093606765819431,-0.35164170630298536
273,273,1.093606765819431,-0.35339463123569603
274,274,1.093606765819431,-0.35514735488394356
275,275,1.093606765819431,-0.35690015486504967
276,276,1.093606765819431,-0.3586527047533781
277,277,1.093606765819431,-0.3604054639629384
278,278,1.093606765819431,-0.36215800114343305
279,279,1.093606765819431,-0.3639100442293005
280,280,1.093606765819431,-0.36566233028297074
281,281,1.093606765819431,-0.3674144989262514
282,282,1.093606765819431,-0.36916745101108395
283,283,1.093606765819431,-0.3709205323277967
284,284,1.093606765819431,-0.37267332069617787
285,285,1.093606765819431,-0.3745383182598816
286,286,1.093606765819431,-0.3763709544661748
287,287,1.093606765819431,-0.37810109965664046
288,288,1.093606765819431,-0.3797904570276656
289,289,1.093606765819431,-0.3815631440417387
290,290,1.093606765819431,-0.3833149592405637
291,291,1.093606765819431,-0.38497576775736675
292,292,1.093606765819431,-0.3866176847444903
293,293,1.093606765819431,-0.3881986757234516
294,294,1.093606765819431,-0.3899086248869864
295,295,1.093606765819431,-0.39151191420068837
296,296,1.093606765819431,-0.393062116729634
297,297,1.093606765819431,-0.39464733987396716
298,298,1.093606765819431,-0.3961732290396305
299,299,1.093606765819431,-0.3977157024180863
300,300,1.093606765819431,-0.39922905299057687
301,301,1.093606765819431,-0.4007238672458445
302,302,1.093606765819431,-0.4022183251891973
303,303,1.093606765819431,-0.40381816889199684
304,304,1.093606765819431,-0.4052803662284198
305,305,1.093606765819431,-0.40674199111985515
306,306,1.093606765819431,-0.4082044925332841
307,307,1.093606765819431,-0.4097879324411446
308,308,1.093606765819431,-0.41129683419921315
309,309,1.093606765819431,-0.41274639856742684
310,310,1.093606765819431,-0.4142614959574677
311,311,1.093606765819431,-0.41570082870747077
312,312,1.093606765819431,-0.417080484227868
313,313,1.093606765819431,-0.41845942104576883
314,314,1.093606765819431,-0.4198397271250626
315,315,1.093606765819431,-0.42121752028185516
316,316,1.093606765819431,-0.42259703416064126
317,317,1.093606765819431,-0.42397689239888126
318,318,1.093606765819431,-0.4253557806654977
319,319,1.093606765819431,-0.42673357382229005
320,320,1.093606765819431,-0.42811190967705454
321,321,1.093606765819431,-0.4294913331668172
322,322,1.093606765819431,-0.4308710458040148
323,323,1.093606765819431,-0.4322509669427854
324,324,1.093606765819431,-0.4336305934472278
325,325,1.093606765819431,-0.43500984162432527
326,326,1.093606765819431,-0.43638792319762854
327,327,1.093606765819431,-0.43776699247437323
328,328,1.093606765819431,-0.43914648668984246
329,329,1.093606765819431,-0.44052633303606903
330,330,1.093606765819431,-0.4419056161083989
331,331,1.093606765819431,-0.4432848211003482
332,332,1.093606765819431,-0.44466479505375506
333,333,1.093606765819431,-0.4460439255189161
334,334,1.093606765819431,-0.44742381138069875
335,335,1.093606765819431,-0.4488037607399227
336,336,1.093606765819431,-0.4501840449769789
337,337,1.093606765819431,-0.4515626471144176
338,338,1.093606765819431,-0.4529416856200685
339,339,1.093606765819431,-0.45432171224377443
340,340,1.093606765819431,-0.4557012876011427
341,341,1.093606765819431,-0.4570808351922028
342,342,1.093606765819431,-0.45846103294945506
343,343,1.093606765819431,-0.4598412150701767
344,344,1.093606765819431,-0.4612205749776785
345,345,1.093606765819431,-0.4626007046048179
346,346,1.093606765819431,-0.4639793927282885
347,347,1.093606765819431,-0.46535943609062774
348,348,1.093606765819431,-0.4667386286692278
349,349,1.093606765819431,-0.4681180654412412
350,350,1.093606765819431,-0.46949692185589104
351,351,1.093606765819431,-0.4708765698001655
352,352,1.093606765819431,-0.47225554670424885
353,353,1.093606765819431,-0.47363534811461094
354,354,1.093606765819431,-0.47501523576949106
355,355,1.093606765819431,-0.4763951113601869
356,356,1.093606765819431,-0.47777527804536635
357,357,1.093606765819431,-0.4791552137891365
358,358,1.093606765819431,-0.4805352218620323
359,359,1.093606765819431,-0.48191511301893836
360,360,1.093606765819431,-0.48329549407583
361,361,1.093606765819431,-0.48467631046399945
362,362,1.093606765819431,-0.4860568651484524
363,363,1.093606765819431,-0.4874372736290534
364,364,1.093606765819431,-0.4888176280223329
365,365,1.093606765819431,-0.49019703444335133
366,366,1.093606765819431,-0.4915772408220555
367,367,1.093606765819431,-0.49295788109734795
368,368,1.093606765819431,-0.4943384999524322
369,369,1.093606765819431,-0.49571918274415366
370,370,1.093606765819431,-0.4970995213388907
371,371,1.093606765819431,-0.498478988818503
372,372,1.093606765819431,-0.4998593626189208
373,373,1.093606765819431,-0.5012402218627865
374,374,1.093606765819431,-0.5026206485055502
375,375,1.093606765819431,-0.5040010304224863
376,376,1.093606765819431,-0.5053823970615988
377,377,1.093606765819431,-0.5067227347301038
378,378,1.093606765819431,-0.508049644239987
379,379,1.093606765819431,-0.5093755121705521
380,380,1.093606765819431,-0.5106966488805418
381,381,1.093606765819431,-0.5120184076184066
382,382,1.093606765819431,-0.5133240328820581
383,383,1.093606765819431,-0.5146144761097402
384,384,1.093606765819431,-0.5159046239502983
385,385,1.093606765819431,-0.5171899936012787
386,386,1.093606765819431,-0.5184619994687463
387,387,1.093606765819431,-0.5197350451367556
388,388,1.093606765819431,-0.5209921273526124
389,389,1.093606765819431,-0.5222491951125585
390,390,1.093606765819431,-0.5234986150486253
391,391,1.093606765819431,-0.5247405197016652
392,392,1.093606765819431,-0.5259845144817854
393,393,1.093606765819431,-0.52722808942171
394,394,1.093606765819431,-0.528466616118091
395,395,1.093606765819431,-0.5297060463978908
396,396,1.093606765819431,-0.5309455338745122
397,397,1.093606765819431,-0.5321851735060558
398,398,1.093606765819431,-0.5334220007018706
399,399,1.093606765819431,-0.5346337218653171
400,400,1.093606765819431,-0.5358452342081109
401,401,1.093606765819431,-0.5370268795531635
402,402,1.093606765819431,-0.5381908006004125
403,403,1.093606765819431,-0.5393554908854045
404,404,1.093606765819431,-0.5405214037007039
405,405,1.093606765819431,-0.5416858885426611
406,406,1.093606765819431,-0.5428502810727882
407,407,1.093606765819431,-0.5440155894469867
408,408,1.093606765819431,-0.5451800121329571
409,409,1.093606765819431,-0.5463440729988451
410,410,1.093606765819431,-0.5475080825560927
411,411,1.093606765819431,-0.548672742023674
412,412,1.093606765819431,-0.5498378363274361
413,413,1.093606765819431,-0.5510033919481352
414,414,1.093606765819431,-0.552168335913048
415,415,1.093606765819431,-0.5533339504391568
416,416,1.093606765819431,-0.5544999387844413
417,417,1.093606765819431,-0.555665705749956
418,418,1.093606765819431,-0.556831361808312
419,419,1.093606765819431,-0.5579966292431189
420,420,1.093606765819431,-0.5591620838604604
421,421,1.093606765819431,-0.5603276879421019
422,422,1.093606765819431,-0.5614935993750898
423,423,1.093606765819431,-0.5626591445434543
424,424,1.093606765819431,-0.5638221528140802
425,425,1.093606765819431,-0.5649862780147671
426,426,1.093606765819431,-0.5661513631181886
427,427,1.093606765819431,-0.5673163432572086
428,428,1.093606765819431,-0.5684812936491347
429,429,1.093606765819431,-0.5696467639510745
430,430,1.093606765819431,-0.5708125726283126
431,431,1.093606765819431,-0.5719776041526005
432,432,1.093606765819431,-0.5731434498749952
433,433,1.093606765819431,-0.574309273568332
434,434,1.093606765819431,-0.5754752975887941
435,435,1.093606765819431,-0.5766408032261291
436,436,1.093606765819431,-0.5778059486158381
437,437,1.093606765819431,-0.5794302029454367
438,438,1.093606765819431,-0.5812405587575278
439,439,1.093606765819431,-0.5830994486185545
440,440,1.093606765819431,-0.5849668172092943
441,441,1.093606765819431,-0.5871732479478936
442,442,1.093606765819431,-0.5898097045603469
443,443,1.093606765819431,-0.5925362921669001
444,444,1.093606765819431,-0.5953341444992537
445,445,1.093606765819431,-0.5981424225178525
446,446,1.093606765819431,-0.6014096019684162
447,447,1.093606765819431,-0.6047531079650843
448,448,1.093606765819431,-0.6081325011756887
449,449,1.093606765819431,-0.6115626871875087
450,450,1.093606765819431,-0.6150091082830584
451,451,1.093606765819431,-0.6185263320784238
452,452,1.093606765819431,-0.6220338981857368
453,453,1.093606765819431,-0.6255407845371705
454,454,1.093606765819431,-0.6290582374330639
455,455,1.093606765819431,-0.6326744169361896
456,456,1.093606765819431,-0.6362901081083255
457,457,1.093606765819431,-0.6399074809116625
458,458,1.093606765819431,-0.6435287519860231
459,459,1.093606765819431,-0.6473170257426478
460,460,1.093606765819431,-0.6510879118358573
461,461,1.093606765819431,-0.6549241457721553
462,462,1.093606765819431,-0.658809596603835
463,463,1.093606765819431,-0.662690956945433
464,464,1.093606765819431,-0.6665725428053562
465,465,1.093606765819431,-0.6704542140087281
466,466,1.093606765819431,-0.6743355719834275
467,467,1.093606765819431,-0.6782174612165955
468,468,1.093606765819431,-0.6820993893224084
469,469,1.093606765819431,-0.6859813499700548
470,470,1.093606765819431,-0.6898629447648641
471,471,1.093606765819431,-0.6937443063607847
472,472,1.093606765819431,-0.6976254521313712
473,473,1.093606765819431,-0.7015068649075635
474,474,1.093606765819431,-0.7053887943811445
475,475,1.093606765819431,-0.70927051874652
476,476,1.093606765819431,-0.7131519165434295
477,477,1.093606765819431,-0.7170334164570237
478,478,1.093606765819431,-0.72091418461635
479,479,1.093606765819431,-0.7247959241905733
480,480,1.093606765819431,-0.7286775755104264
481,481,1.093606765819431,-0.7325591189830378
482,482,1.093606765819431,-0.7364403463960347
483,483,1.093606765819431,-0.7403217772042382
484,484,1.093606765819431,-0.7442032047267636
485,485,1.093606765819431,-0.7480845630563134
486,486,1.093606765819431,-0.751966072924203
487,487,1.093606765819431,-0.7558473746506409
488,488,1.093606765819431,-0.759728285961883
489,489,1.093606765819431,-0.7636087389930906
490,490,1.093606765819431,-0.7674899960083332
491,491,1.093606765819431,-0.7713705271335468
492,492,1.093606765819431,-0.7752522722342642
493,493,1.093606765819431,-0.7791345006120919
494,494,1.093606765819431,-0.783016422021858
495,495,1.093606765819431,-0.7868977254956258
496,496,1.093606765819431,-0.7907795252469478
497,497,1.093606765819431,-0.7946619130210592
498,498,1.093606765819431,-0.7985443646374832
499,499,1.093606765819431,-0.8024259939513958
500,500,1.093606765819431,-0.8063084025925691
501,501,1.093606765819431,-0.8101906795114926
502,502,1.093606765819431,-0.814072405809925
503,503,1.093606765819431,-0.8179537188037298
504,504,1.093606765819431,-0.8218355284761772
505,505,1.093606765819431,-0.825715290728917
506,506,1.093606765819431,-0.8295968781877382
507,507,1.093606765819431,-0.8334776280771354
508,508,1.093606765819431,-0.837358123202202
509,509,1.093606765819431,-0.8412397549897626
510,510,1.093606765819431,-0.8451216843099056
511,511,1.093606765819431,-0.8490033610036984
512,512,1.093606765819431,-0.8528849949946872
513,513,1.093606765819431,-0.8567668936313809
514,514,1.093606765819431,-0.8606485652814257
515,515,1.093606765819431,-0.864530534025799
516,516,1.093606765819431,-0.868412503631295
517,517,1.093606765819431,-0.8722944824148979
518,518,1.093606765819431,-0.8761766839221677
519,519,1.093606765819431,-0.880058699130671
520,520,1.093606765819431,-0.883940594454215
521,521,1.093606765819431,-0.8878226863843961
522,522,1.093606765819431,-0.8917044279436142
523,523,1.093606765819431,-0.8955862197730247
524,524,1.093606765819431,-0.899468631013164
525,525,1.093606765819431,-0.9033508206739619
526,526,1.093606765819431,-0.9072332312312359
527,527,1.093606765819431,-0.9111159545856151
528,528,1.093606765819431,-0.9149977330924466
529,529,1.093606765819431,-0.9188803148220781
530,530,1.093606765819431,-0.9227626335690295
531,531,1.093606765819431,-0.9266448422212417
532,532,1.093606765819431,-0.930527187435147
533,533,1.093606765819431,-0.9344091760500891
534,534,1.093606765819431,-0.9382910496224578
535,535,1.093606765819431,-0.9421730977220637
536,536,1.093606765819431,-0.9460550873104172
537,537,1.093606765819431,-0.9499373954773087
538,538,1.093606765819431,-0.9538197097625816
539,539,1.093606765819431,-0.9577017436160786
540,540,1.093606765819431,-0.9615832276918667
541,541,1.093606765819431,-0.9654648260499628
542,542,1.093606765819431,-0.9693352266645089
543,543,1.093606765819431,-0.9732058929077315
544,544,1.093606765819431,-0.9770763168766404
545,545,1.093606765819431,-0.9809343348619801
546,546,1.093606765819431,-0.9847919277524868
547,547,1.093606765819431,-0.9886499557079285
548,548,1.093606765819431,-0.9925084873308132
549,549,1.093606765819431,-0.9963611206903149
550,550,1.093606765819431,-1.0001890143831222
551,551,1.093606765819431,-1.0040164204687814
552,552,1.093606765819431,-1.0078139072767451
553,553,1.093606765819431,-1.011591206867193
554,554,1.093606765819431,-1.0153685632987652
555,555,1.093606765819431,-1.0191460120838463
556,556,1.093606765819431,-1.0229234978632988
557,557,1.093606765819431,-1.0267008780880595
558,558,1.093606765819431,-1.03039386851534
559,559,1.093606765819431,-1.0340591034114495
560,560,1.093606765819431,-1.0377244808171082
561,561,1.093606765819431,-1.041376900058656
562,562,1.093606765819431,-1.0450292103099148
563,563,1.093606765819431,-1.0486468333836112
564,564,1.093606765819431,-1.0522284007033416
565,565,1.093606765819431,-1.0558101592903635
566,566,1.093606765819431,-1.059377244405478
567,567,1.093606765819431,-1.0627266868540362
568,568,1.093606765819431,-1.0660024848518992
569,569,1.093606765819431,-1.069217753695489
570,570,1.093606765819431,-1.0724328622710928
571,571,1.093606765819431,-1.0755057526998784
572,572,1.093606765819431,-1.0784111255485893
573,573,1.093606765819431,-1.0812883623225351
574,574,1.093606765819431,-1.0841324337096532
575,575,1.093606765819431,-1.0868866375261548
576,576,1.093606765819431,-1.0894891715648374
577,577,1.093606765819431,-1.0920637109473303
578,578,1.093606765819431,-1.094637948270936
579,579,1.093606765819431,-1.0970638609360175
580,580,1.093606765819431,-1.0994689471004688
581,581,1.093606765819431,-1.1018414495400772
582,582,1.093606765819431,-1.104179763508076
583,583,1.093606765819431,-1.1064997270715464
584,584,1.093606765819431,-1.1088197885353597
585,585,1.093606765819431,-1.110990846510038
586,586,1.093606765819431,-1.1131617575688677
587,587,1.093606765819431,-1.1153327911260962
588,588,1.093606765819431,-1.117503928270509
589,589,1.093606765819431,-1.1195254831332409
590,590,1.093606765819431,-1.1215344332304453
591,591,1.093606765819431,-1.123543217802662
592,592,1.093606765819431,-1.1254835254184528
593,593,1.093606765819431,-1.1274022421304712
594,594,1.093606765819431,-1.1293208268321044
595,595,1.093606765819431,-1.1312393675654018
596,596,1.093606765819431,-1.1331579517329542
597,597,1.093606765819431,-1.134755113211022
598,598,1.093606765819431,-1.1362046785654667
599,599,1.093606765819431,-1.137606817810601
600,600,1.093606765819431,-1.139008940805773
601,601,1.093606765819431,-1.1415911193602721
602,602,1.093606765819431,-1.1433041122189063
603,603,1.093606765819431,-1.1446921987582233
604,604,1.093606765819431,-1.1460469809540295
605,605,1.093606765819431,-1.1473185951041638
606,606,1.093606765819431,-1.148679886249858
607,607,1.093606765819431,-1.1496613792789272
608,608,1.093606765819431,-1.150549172785467
609,609,1.093606765819431,-1.1514905921917211
610,610,1.093606765819431,-1.1523697130506483
611,611,1.093606765819431,-1.153283631744153
612,612,1.093606765819431,-1.154133887440551
613,613,1.093606765819431,-1.1549841378387418
614,614,1.093606765819431,-1.1558344153064275
615,615,1.093606765819431,-1.1566846698288182
616,616,1.093606765819431,-1.1575351202208222
617,617,1.093606765819431,-1.1583857983414623
618,618,1.093606765819431,-1.159236428705491
619,619,1.093606765819431,-1.160086859474311
620,620,1.093606765819431,-1.1609372712398947
621,621,1.093606765819431,-1.1617878164923685
622,622,1.093606765819431,-1.1626384570401764
623,623,1.093606765819431,-1.163489072724875
624,624,1.093606765819431,-1.1643397440101846
625,625,1.093606765819431,-1.1651902314625808
626,626,1.093606765819431,-1.1660409188493455
627,627,1.093606765819431,-1.1668916820494113
628,628,1.093606765819431,-1.1677426526497048
629,629,1.093606765819431,-1.168593549214822
630,630,1.093606765819431,-1.1694445324107359
631,631,1.093606765819431,-1.170295093555595
632,632,1.093606765819431,-1.1711446432236632
633,633,1.093606765819431,-1.1719956010661714
634,634,1.093606765819431,-1.1728465871055858
635,635,1.093606765819431,-1.1736975618662377
